5,Lost,Ensimismado,Auto-absorvido
5,Concrete,Concreto,Betão
5,FANTASTIC,FANTÁSTICO,FANTÁSTICO
5,SPIRITUAL,ESPIRITUAL,ESPIRITUAL
5,INCOMPREHENSIBLE,INCOMPRENSIBLE,INCOMPRESSÍVEL
5,PURE,PURO,PURE
5,Abnegation,Abnegación,Abnegação
5,Abuse,Abuso,Abusar
5,Affected,Afecto,Carinho
5,Hobby,Afición,Passatempo
5,Joy,Alegría,Felicidade
5,Amiability,Amabilidad,Bondade
5,Ambition,Ambición,Ambição
5,Friendship,Amistad,Amizade
5,Love,Amor,Amor
5,I long,Anhelo,Saudade
5,Craving,Ansia,Desejo
5,Apathy,Apatía,Apatia
5,Cunning,Astucia,Astúcia
5,Avarice,Avaricia,Ganância
5,Banality,Banalidad,Banalidade
5,Beauty,Belleza,Beleza
5,Goodness,Bondad,Bondade
5,Sweetie,Cariño,Mel
5,Charisma,Carisma,Carisma
5,Certainty,Certeza,Certeza
5,Greed,Codicia,Ganância
5,Grief,Congoja,Congoja
5,Guess,Conjetura,Conjectura
5,Happy,Contento,Feliz
5,Courage,Coraje,Coragem
5,Courtesy,Cortesía,Cortesia
5,Creativity,Creatividad,Criatividade
5,Belief,Creencia,Crença
5,Guilt,Culpa,Culpa
5,Depravity,Depravación,Depravação
5,Wish,Deseo,Desejo
5,Wish,Deseo,Desejo
5,Delay,Desgano,Atraso
5,Dogma,Dogma,Dogma
5,Dolo,Dolo,Dolo
5,Duel,Duelo,Duelo
5,Education,Educación,Educação
5,Ego,Ego,Ego
5,Entity,Ente,Ente
5,Envy,Envidia,Inveja
5,Skepticism,Escepticismo,Ceticismo
5,hope,Esperanza,Esperança
5,Spirituality,Espiritualidad,Espiritualidade
5,Ethics,Ética,Ética
5,Faith,Fe,Fé
5,Happiness,Felicidad,Felicidade
5,Strength,Fortaleza,Fortaleza
5,Fraternity,Fraternidad,Fraternidade
5,Gluttony,Gula,Gula
5,Hungry,Hambre,Fome
5,Honor,Honor,Honra
5,Honesty,Honradez,Honestidade
5,Idea,Idea,Idea
5,Imagination,Imaginación,Imaginação
5,Ingenuity,Ingenio,Engenhosidade
5,Inherence,Inherencia,Inerência
5,Injustice,Injusticia,Injustiça
5,Intelligence,Inteligencia,Inteligência
5,Intuition,Intuición,Intuição
5,Go to,Ira,Ira
5,Justice,Justicia,Justiça
5,Karma,Karma,Karma
5,Freedom,Libertad,Liberdade
5,Cleaning,Limpieza,Limpeza
5,Lust,Lujuria,Luxúria
5,Evil,Maldad,Mal
5,Fear,Miedo,Medo
5,Moral,Moral,Moral
5,Foolishness,Necedad,Tolo
5,Notion,Noción,Noção
5,Obsession,Obsesión,Obsessão
5,Hate,Odio,Eu odeio
5,Passion,Pasión,Paixão
5,Peace,Paz,Paz
5,Thought,Pensamiento,Pensando
5,Sloth,Pereza,Preguiça
5,Piety,Piedad,Piedade
5,Pleasure,Placer,Prazer
5,Poverty,Pobreza,Pobreza
5,Power,Poder,Poder
5,Purity,Pureza,Pureza
5,Resentment,Rencor,Spite
5,Resignation,Resignación,Renúncia
5,Respect,Respeto,Respeito
5,Wisdom,Sabiduría,Sabedoria
5,Health,Salud,Saúde
5,Loneliness,Soledad,Solidão
5,Solidarity,Solidaridad,Solidariedade
5,Dream,Sueño,Sonho
5,Luck,Suerte,Sorte
5,Telepathy,Telepatía,Telepatia
5,Fear,Temor,Medo
5,Temperance,Templanza,Temperança
5,Tenderness,Ternura,Ternura
5,Obstinacy,Terquedad,Teimosia
5,Terror,Terror,Terror
5,Weather,Tiempo,Tempo
5,Vanity,Vanidad,Vaidade
5,True,Verdad,Verdade
5,Shame,Vergüenza,Vergonha
5,Virtue,Virtud,Virtude
5,Vitality,Vitalidad,Vitalidade
5,Subtle,Sutil,Sutil
5,Faint,Tenue,Tênue
5,Light,Ligero,Light
5,Lightweight,Liviano,Light
5,Weightless,Ingrávido,Sem peso
5,Ethereal,Etéreo,Etéreo
5,aerial,Aéreo,Aérea
5,often,Menudo,Petite
5,Labile,Lábil,Fraco
5,Feble,Feble,Feble
5,Delicate,Delicado,Delicado
5,Peaceful,Apacible,Gentil
5,Rumorous,Rumoroso,Boato
5,Fragile,Frágil,Frágil
5,Vaporous,Vaporoso,Vaporoso
5,Gaseous,Gaseoso,Gasoso
5,aerial,Aéreo,Aérea
5,Soft,Suave,Macio
5,Fine,Fino,Bem
5,Graceful,Grácil,Gracioso
5,Funny,Gracioso,Engraçado
5,Incorporeal,Incorpóreo,Incorpóreo
5,Intangible,Intangible,Intangível
5,Flimsy,Endeble,Enlavel
5,Weak,Débil,Fraco
5,Somero,Somero,Somero
5,Superficial,Superficial,Superficial
5,Cushioned,Amortiguado,Almofadado
5,Reduced,Reducido,Reduzido
5,Brief,Breve,Breve
5,Intangible,Intangible,Intangível
5,Unreal,Irreal,Irreal
5,Abstract,Abstracto,Resumo
5,Immaterial,Inmaterial,Intangível
5,often,Menudo,Petite
5,Winged,Alado,A lado
5,Impalpable,Impalpable,Impalpável
5,Invisible,Invisible,Invisível
5,Tiny,Minúsculo,Minúsculo
5,Little,Pequeño,Pequeno
5,Insignificant,Insignificante,Insignificante
5,Chimerical,Quimérico,Quimérico
5,Spectral,Espectral,Espectral
5,Fluid,Fluido,Fluido
5,Volatile.,Volátil.,Volátil
5,Intangible,Intangible,Intangível
5,Inconcrete,Inconcreto,Increto
5,Immaterial,Inmaterial,Intangível
5,Theoretical,Teórico,Teórico
5,Complex,Complejo,Complexo
5,Mild,Leve,Leve
5,Ethereal,Etéreo,Etéreo
5,Spiritual,Espiritual,Espiritual
5,Incorporeal,Incorpóreo,Incorpóreo
5,Unreal,Irreal,Irreal
5,Generic,Genérico,Genérico
5,Ideal,Ideal,Ideal
5,Indeterminate,Indeterminado,Indeterminado
5,Pure,Puro,Puro
5,Uncertain,Incierto,Incerto
5,Fantastic,Fantástico,Fantástico
5,Imaginary,Imaginario,Imaginário
5,Illusory,Ilusorio,Ilusório
5,Hypothetical,Hipotético,Hipotético
5,Metaphysical,Metafísico,Metafísico
5,Apparent,Aparente,Aparente
5,Chimerical,Quimérico,Quimérico
5,Utopian,Utópico,Utópico
5,Speculative,Especulativo,Especulativo
5,Figurative,Figurado,Figurativo
5,Inside,Interior,Interior
5,Psychic,Anímico,Psíquico
5,Moral,Moral,Moral
5,Abstruse,Abstruso,Abstruso
5,Unintelligible,Ininteligible,Ininteligível
5,Incomprehensible,Incomprensible,Incompreensível
5,Abstraction,Abstracción,Abstração
5,Theory,Teoría,Teoria
5,Imagination,Imaginación,Imaginação
5,Fantasy,Fantasía,Fantasia
5,Unreality,Irrealidad,Irrealidade
5,Immateriality,Inmaterialidad,Imaterialidade
5,Metaphysics,Metafísica,Metafísica
5,Hypothesis,Hipótesis,Hipótese
5,Belief,Creencia,Crença
5,Chimera,Quimera,Quimera
5,Utopia,Utopía,Utopia
5,Idea,Idea,Idea
5,Thought,Pensamiento,Pensando
5,Fiction,Ficción,Ficção
5,Speculation,Especulación,Especulação
5,Dream,Sueño,Sonho
5,Mirage,Espejismo,Miragem
5,Delusion,Ilusión,Ilusão
5,Entelechy,Entelequia,Entelequia
5,Hallucination,Alucinación,Alucinação
5,Idealism,Idealismo,Idealismo
5,Myth,Mito,Mito
5,Representation,Representación,Representação
5,Assumption,Suposición,Suposição
5,Guess,Conjetura,Conjectura
5,Possibility,Posibilidad,Possibilidade
5,Abstract,Abstraer,Resumo
5,Theorize,Teorizar,Teorizar
5,Imagine,Imaginar,Imagine
5,Speculate,Especular,Especular
5,Devise,Idear,Idear
5,Fantasize,Fantasear,Fantasiar
5,Lucubrate,Elucubrar,Sonhar
5,Reason,Discurrir,Discurso
5,Think,Pensar,Pensar
5,Figure,Figurarse,Aparecer
5,Suppose,Suponer,Supor
5,Sound,Soñar,Sonho
5,To evoke,Evocar,Evocar
5,Idealize,Idealizar,Idealize
5,Hallucinate,Alucinarse,Alucinado
5,Illusion,Ilusionarse,Ilusão
5,Fancy yourself,Antojarse,Imagine-se
5,Contemplate,Contemplar,Contemplar
5,Examine,Examinar,Examine
5,Encased,Enfrascarse,Encapsulado
5,To meditate,Meditar,Meditar
5,Remain,Ensimismarse,Permanecer
5,Think,Pensar,Pensar
5,Abstracted,Abstraído,Abstraído
5,Thoughtful,Meditabundo,Meditabundo
5,Absorbed,Absorto,Absorvido
5,Lost,Ensimismado,Auto-absorvido
5,Real,Real,Real
5,Material,Material,Material
5,Concrete,Concreto,Betão
5,Unknown,Incógnita,Incógnito
5,Enigma,Enigma,Enigma
5,Hermetism,Hermetismo,Hermetismo
5,Secret,Secreto,Secreto
5,Watch out,Cuidado,Cuidado
5,Stealth,Sigilo,Furtividade
5,Caution,Cautela,Cuidado
5,Question mark,Interrogante,Questionando
5,Question,Interrogación,Pergunta
5,Arcane,Arcano,Arcano
5,Suspicion,Sospecha,Suspeita
5,Concealment,Ocultación,Escondendo
5,issue,Problema,Problema
5,Cabala,Cabala,Cabala
5,Dogma,Dogma,Dogma
5,Entrevero,Entrevero,Entrevero
5,Mesentery,Entresijo,Entresijo
5,Impenetrability,Impenetrabilidad,Impenetrabilidade
5,Confusion,Confusión,Confusão
5,Doubt,Duda,Dúvida
5,Uncertainty,Incertidumbre,Incerteza
5,Intrigue,Intriga,Intriga
5,suspense,Suspenso,Suspense
5,Suspense,Suspense,Suspense
5,Interest,Interés,Interesse
5,Emotion,Emoción,Emoção
5,Abyss,Abismo,Abismo
5,A. Unavailable,A.Insondable,A. Indisponível
5,Ambiguity,Ambigüedad,Ambiguidade
5,Indetermination,Indeterminación,Indeterminação
5,Darkness,Oscuridad,Escuridão
5,Figure,Cifra,Figura
5,Key,Clave,Key
5,Costume,Disfraz,Fantasia
5,Privacy,Intimidad,Intimidade
5,Recato,Recato,Recato
5,Labyrinth,Laberinto,Labirinto
5,Imbroglio,Embrollo,Embrole
5,Combination,Combinación,Combinação
5,Hieroglyph,Jeroglífico,Hieróglifo
5,Riddle,Acertijo,Enigma
5,Puzzle,Rompecabezas,Quebra-cabeça
5,Riddle,Adivinanza,Enigma
5,Curiosity,Curiosidad,Curiosidade
5,Mysterious,Misterioso,Misterioso
5,Hidden,Oculto,Oculto
5,Enigmatic,Enigmático,Enigmático
5,Exotic,Exótico,Exótico
5,Inexplicable,Inexplicable,Inexplicável
5,Indecipherable,Indescifrable,Indescritível
5,Strange,Extraño,Estranho
5,Rare,Raro,Raro
5,Inscrutable,Inescrutable,Inescrutável
5,Deep,Profundo,Deep
5,Secret,Secreto,Secreto
5,Ignored,Ignorado,Ignorado
5,Intimate,Íntimo,Íntimo
5,Sibylline,Sibilino,Sibilina
5,Esoteric,Esotérico,Esotérico
5,Airtight,Hermético,Hermético
5,Anonymous,Anónimo,Anônimo
5,Reserved,Reservado,Reservado
5,Veiled,Velado,Velado
5,Hidden,Escondido,Oculto
5,Deep,Hondo,Hondo
5,Unknown,Ignoto,Ignoto
5,Incognito,Incógnito,Incógnito
5,Streaky,Entreverado,Streaky
5,Embroiled,Embrollado,Embroiled
5,Dogmatic,Dogmático,Dogmático
5,Cabalistic,Cabalístico,Cabalístico
5,Metaphysical,Metafísico,Metafísico
5,Unintelligible,Ininteligible,Ininteligível
5,Incomprehensible,Incomprensible,Incompreensível
5,Ultra-Earth,Ultraterreno,Ultra-Terra
5,Recondite,Recóndito,Recóndito
5,Arcane,Arcano,Arcano
5,Doubtful,Dudoso,Duvidoso
5,Suspect,Sospechoso,Suspeito
5,Problematic,Problemático,Problemático
5,Impenetrable,Impenetrable,Impenetrável
5,Confused,Confuso,Confuso
5,Ambiguous,Ambiguo,Ambíguo
5,Dark,Oscuro,Escuro
5,Indeterminate,Indeterminado,Indeterminado
5,Intimate,Íntimo,Íntimo
5,Interesting,Interesante,Interessante
5,Intriguing,Intrigante,Intrigante
5,Exciting,Emocionante,Emocionante
5,Curious,Curioso,Curioso
5,Labyrinthine,Laberíntico,Labirinto
5,Abstract,Abstracto,Resumo
5,Clandestine,Clandestino,Clandestino
5,Disguised,Disfrazado,Disfarçado
5,Sneaky,Disimulado,Sorrateira
5,Covert,Encubierto,Disfarçado
5,Furtive,Furtivo,Furtivo
5,Confidential,Confidencial,Confidencial
5,Encryption,Cifrado,Encriptação
5,Key,Clave,Key
5,Generalities,Generalidades,Generalidades
5,soul,Alma,Alma
5,Psyche,Psique,Psique
5,I,Yo,Eu
5,Mind,Mente,Mente
5,Intelligence,Inteligencia,Inteligência
5,Thought,Pensamiento,Pensando
5,Spirit,Espíritu,Espírito
5,Aware,Consciente,Consciente
5,Unconscious,Inconsciente,Inconsciente
5,Subconscious,Subconsciente,Subconsciente
5,Introspection,Introspección,Introspecção
5,Behaviorism,Behaviorismo,Behaviorismo
5,Test,Test,Teste
5,Proof,Prueba,Teste
5,Identity,Identidad,Identidade
5,Typology,Tipología,Tipologia
5,Emotivity,Emotividad,Emoção
5,Inhibition,Inhibición,Inibição
5,Passion,Pasión,Paixão
5,Psychism,Psiquismo,Psiquismo
5,Experience,Vivencia,Experiência
5,Abstraction,Abstracción,Abstração
5,Association,Asociación,Associação
5,Cognition,Cognición,Cognição
5,Knowledge,Conocimiento,Conhecimento
5,Doubt,Duda,Dúvida
5,Idea,Idea,Idea
5,Imagination,Imaginación,Imaginação
5,Perception,Percepción,Percepção
5,Notion,Noción,Noção
5,Volition,Volición,Volição
5,Will,Voluntad,Will
5,Representation,Representación,Representação
5,Repression,Represión,Repressão
5,Tension,Tensión,Estresse
5,Stress,Stress,Estresse
5,Shock,Choque,Choque
5,Sexuality,Sexualidad,Sexualidade
5,Regression,Regresión,Regressão
5,Reflection,Reflejo,Reflexão
5,Conditioned,Condicionado,Condicionado
5,Pedagogy,Pedagogía,Pedagogia
5,Education,Educación,Educação
5,Coefficient,Coeficiente,Coeficiente
5,Mental Level,Nivel Mental,Nível Mental
5,Melancholia,Melancolía,Melancolia
5,Mania,Manía,Mania
5,Complex,Complejo,Complexo
5,Obsession,Obsesión,Obsessão
5,Trauma,Trauma,Trauma
5,Frustration,Frustración,Frustração
5,Fantasy,Fantasía,Fantasia
5,Intuition,Intuición,Intuição
5,View,Visión,Visão
5,Perception,Percepción,Percepção
5,Clairvoyance,Clarividencia,Clarividência
5,Fortune telling,Adivinación,Adivinhação
5,Discernment,Discernimiento,Discernimento
5,Intelligence,Inteligencia,Inteligência
5,Thought,Pensamiento,Pensando
5,Idea,Idea,Idea
5,Glimpse,Vislumbre,Vislumbre
5,Fantasy,Fantasía,Fantasia
5,Abstraction,Abstracción,Abstração
5,Mirage,Espejismo,Miragem
5,Inventiveness,Inventiva,Inventivo
5,Inspiration,Inspiración,Inspiração
5,Genius,Genio,Gênio
5,Spark,Chispa,Faísca
5,Ability,Habilidad,Habilidade
5,Resource,Recurso,Recurso
5,Dynamism,Dinamismo,Dinamismo
5,Initiative,Iniciativa,Iniciativa
5,Instinct,Instinto,Instinto
5,Smell,Olfato,Cheirar
5,View,Vista,Visualizar
5,Ingenuity,Ingenio,Engenhosidade
5,Talent,Talento,Talento
5,Fitness,Aptitud,Fitness
5,Acuity,Agudeza,Acuidade
5,Insight,Perspicacia,Introspecção
5,Faculty,Facultad,Faculdade
5,Cunning,Astucia,Astúcia
5,Pillar,Pillería,Pilar
5,Suspicion,Sospecha,Suspeita
5,Barrunto,Barrunto,Barrunto
5,Chimera,Quimera,Quimera
5,Knowledge,Conocimiento,Conhecimento
5,Idea,Idea,Idea
5,Imagination,Imaginación,Imaginação
5,Judgment,Juicio,Julgamento
5,Thought,Pensamiento,Pensando
5,Notion,Noción,Noção
5,Plan,Designio,Design
5,Meditation,Meditación,Meditação
5,Representation,Representación,Representação
5,Abstraction,Abstracción,Abstração
5,Sensation,Sensación,Sensação
5,Stimulus,Estímulo,Estímulo
5,Muse,Musa,Musa
5,Numen,Numen,Numen
5,Feel,Sentir,Sentir
5,Belief,Creencia,Crença
5,Speculation,Especulación,Especulação
5,Inspiration,Inspiración,Inspiração
5,Lucubration,Elucubración,Pensando
5,Perception,Percepción,Percepção
5,Suggestion,Sugerencia,Sugestão
5,Cavilation,Cavilación,Cavitação
5,Consideration,Consideración,Consideração
5,Imagine,Imaginar,Imagine
5,Intuir,Intuir,Intuir
5,Guess,Adivinar,Adivinha
5,Think,Pensar,Pensar
5,Devise,Idear,Idear
5,Believe,Creer,Acreditar
5,Lucubrate,Elucubrar,Sonhar
5,Understand,Comprender,Entenda
5,Visualize,Visualizar,Visualizar
5,Feel,Sentir,Sentir
5,Speculate,Especular,Especular
5,Perceive,Percibir,Perceber
5,Discern,Discernir,Discernir
5,Inspired,Inspirarse,Inspirado
5,Fantasize,Fantasear,Fantasiar
5,To evoke,Evocar,Evocar
5,Sound,Soñar,Sonho
5,Abstract,Abstraerse,Resumo
5,To meditate,Meditar,Meditar
5,Absorb,Absorberse,Absorver
5,Figure,Figurarse,Aparecer
5,Fancy yourself,Antojarse,Imagine-se
5,Be enchanted,Encapricharse,Seja encantado
5,Represent,Representarse,Representar
5,Penetrate,Penetrar,Penetrar
5,Glimpse,Vislumbrar,Vislumbre
5,Present,Presentir,Presente
5,Sniff,Olfatear,Cheirar
5,See,Ver,Ver
5,Know,Conocer,Saber
5,To show off,Presumir,Mostrar
5,Deduct,Deducir,Deduzir
5,Guess,Conjeturar,Adivinha
5,Suppose,Suponer,Supor
5,Ramble,Divagar,Ramble
5,Suspect,Sospechar,Suspeito
5,To meditate,Meditar,Meditar
5,Represent,Representar,Representar
5,To illuminate,Iluminar,Iluminar
5,Suggest,Sugerir,Sugerir
5,Infuse,Infundir,Infundir
5,To consider,Considerar,Considere
5,Illusion,Ilusionar.,Ilusão
5,Imaginative,Imaginativo,Imaginativo
5,Intuitive,Intuitivo,Intuitivo
5,Visionary,Visionario,Visionário
5,Clairvoyant,Clarividente,Clarividente
5,Fortune teller,Adivino,Cartomante
5,Great,Genial,Ótimo
5,Inventive,Inventivo,Inventivo
5,Wise,Sabio,Sábio
5,Intelligent,Inteligente,Inteligente
5,Inspired,Inspirado,Inspirado
5,Creator,Creador,Criador
5,Perceptive,Perspicaz,Perspicaz
5,Witty,Ingenioso,Engenhoso
5,Sagacious,Sagaz,Astuto
5,Astute,Astuto,Foxy
5,Talented,Talentoso,Talentoso
5,Acute,Agudo,Agudo
5,Instinctive,Instintivo,Instintivo
5,Futuristic,Futurista,Futurista
5,Farsighted,Previsor,Previsor
5,Illuminated,Iluminado,Iluminado
5,Dreamer,Iluso,Iluso
5,Novelero,Novelero,Novelero
5,Storyteller,Cuentista,Contador
5,Misleading,Engañoso,Enganoso
5,Dreamer,Soñador,Sonhador
5,Dreamer,Fantaseador,Fantaseator
5,Idealistic,Idealista,Idealista
5,Naive,Ingenuo,Ingênuo
5,Innocent,Inocente,Inocente
5,Doctrines,Doctrinas,Doutrinas
5,Aristotelianism,Aristotelismo,Aristotelismo
5,Platonism,Platonismo,Platonismo
5,Socratic,Socrática,Socrático
5,Epicureanism,Epicureismo,Epicurismo
5,Eclecticism,Eclecticismo,Ecletismo
5,Cynicism,Cinismo,Cinismo
5,Pythagorism,Pitagorismo,Pitagorismo
5,Stoicism,Estoicismo,Estoicismo
5,Neoplatonism,Neoplatonismo,Neoplatonismo
5,Peripatetism,Peripatetismo,Peripatetismo
5,Scholasticism,Escolasticismo,Escolasticismo
5,Cartesianism,Cartesianismo,Cartesianismo
5,Suburbanism,Suarismo,Suburbanismo
5,Vivismo,Vivismo,Vivismo
5,Lulism,Lulismo,Lulismo
5,Averroism,Averroísmo,Averroísmo
5,Kantismo,Kantismo,Kantismo
5,Encyclopedism,Enciclopedismo,Enciclopedismo
5,Espinosismo,Espinosismo,Espinosismo
5,Hegelianism,Hegelianismo,Hegelianismo
5,Criticism,Criticismo,Crítica
5,Krausismo,Krausismo,Krausismo
5,Syncretism,Sincretismo,Sincretismo
5,Rationalism,Racionalismo,Racionalismo
5,Gnosticism,Gnosticismo,Gnosticismo
5,Agnosticism,Agnosticismo,Agnosticismo
5,Idealism,Idealismo,Idealismo
5,Phenomenalism,Fenomenalismo,Fenomenalismo
5,Spiritualism,Espiritualismo,Espiritismo
5,Materialism,Materialismo,Materialismo
5,Atomism,Atomismo,Atomismo
5,Individualism,Individualismo,Individualismo
5,Fatalism,Fatalismo,Fatalidade
5,Relativism,Relativismo,Relativismo
5,Determinism,Determinismo,Determinismo
5,Conceptualism,Conceptualismo,Conceitualismo
5,Empiricism,Empirismo,Empirismo
5,Realism,Realismo,Realismo
5,Pragmatism,Pragmatismo,Pragmatismo
5,Positivism,Positivismo,Positivismo
5,Orthodoxy,Ortodoxia,Ortodoxia
5,Heterodoxy,Heterodoxia,Heterodoxia
5,Heresy,Herejía,Heresia
5,Hedonism,Hedonismo,Hedonismo
5,Skepticism,Escepticismo,Ceticismo
5,Dogmatism,Dogmatismo,Dogmatismo
5,Dualism,Dualismo,Dualismo
5,Humanism,Humanismo,Humanismo
5,Marxism,Marxismo,Marxismo
5,Realism,Realismo,Realismo
5,Existentialism,Existencialismo,Existencialismo
5,Nihilism,Nihilismo,Niilismo
5,Illuminism,Iluminismo,Iluminismo
5,Intellect,Intelecto,Intelecto
5,Understanding,Comprensión,Compreensão
5,Reason,Razón,Razão
5,Judgment,Juicio,Julgamento
5,Insight,Perspicacia,Introspecção
5,Cunning,Astucia,Astúcia
5,Talent,Talento,Talento
5,Mind,Mente,Mente
5,Capacity,Capacidad,Capacidade
5,Gray matter,Materia Gris,Matéria Cinza
5,Brain,Cerebro,Cérebro
5,Understanding,Entendimiento,Compreensão
5,Reasoning,Raciocinio,Fundamentação
5,Perception,Percepción,Percepção
5,Knowledge,Conocimiento,Conhecimento
5,Aware,Consciente,Consciente
5,Subconscious,Subconsciente,Subconsciente
5,Ingenuity,Ingenio,Engenhosidade
5,Genius,Genio,Gênio
5,Genius,Genialidad,Gênio
5,Lucidity,Lucidez,Lucidez
5,Mentality,Mentalidad,Mentalidade
5,Acuity,Agudeza,Acuidade
5,Discernment,Discernimiento,Discernimento
5,Penetration,Penetración,Penetração
5,Thought,Pensamiento,Pensando
5,Reflection,Reflexión,Reflexão
5,Understandings,Entendederas,Entendimentos
5,Subtlety,Sutileza,Sutileza
5,Sagacity,Sagacidad,Sagacidade
5,Cacumen,Cacumen,Cacumen
5,Caletre,Caletre,Caletre
5,Head,Cabeza,Cabeça
5,Brains,Sesos,Cérebros
5,Sesera,Sesera,Sesera
5,Magín,Magín,Magín
5,Pate,Mollera,Mollera
5,Crux,Meollo,Core
5,Awareness,Conciencia,Consciência
5,Cognition,Cognición,Cognição
5,Intellection,Intelección,Intelecto
5,Clarity,Claridad,Clareza
5,Clairvoyance,Clarividencia,Clarividência
5,Reach,Alcances,Alcance
5,Intuition,Intuición,Intuição
5,Instinct,Instinto,Instinto
5,Imagination,Imaginación,Imaginação
5,Fantasy,Fantasía,Fantasia
5,Smell,Olfato,Cheirar
5,View,Visión,Visão
5,View,Vista,Visualizar
5,Reasoning,Razonamiento,Raciocínio
5,Spark,Chispa,Faísca
5,Cleverness,Listeza,Listeza
5,Criterion,Criterio,Critério
5,Character,Carácter,Personagem
5,Personality,Personalidad,Personalidade
5,Faculties,Facultades,Faculdades
5,Competition,Competencia,Concorrência
5,Terms,Condiciones,Condições
5,Vivacity,Vivacidad,Vivacidade
5,Liveliness,Viveza,Viveza
5,Precocity,Precocidad,Precocidade
5,Pillar,Pillería,Pilar
5,Picardy,Picardía,Picardia
5,Sense,Sentido,Sentido
5,Common,Común,Comum
5,Sanity,Sensatez,Sentido
5,Moderation,Moderación,Moderação
5,Art,Arte,Art
5,Expertise,Pericia,Expertise
5,Wisdom,Sabiduría,Sabedoria
5,Experience,Experiencia,Experiência
5,Intelligent,Inteligente,Inteligente
5,Lucid,Lúcido,Lúcido
5,Perceptive,Perspicaz,Perspicaz
5,Sagacious,Sagaz,Astuto
5,Able,Capaz,Capaz
5,Talented,Talentoso,Talentoso
5,Ready,Listo,Pronto
5,Witty,Ingenioso,Engenhoso
5,Genius,Genio,Gênio
5,Eminent,Eminente,Eminente
5,Port,Lumbrera,Lumbrera
5,Phoenix,Fénix,Phoenix
5,Great,Genial,Ótimo
5,Acute,Agudo,Agudo
5,Subtle,Sutil,Sutil
5,Penetrating,Penetrante,Penetrando
5,Intuitive,Intuitivo,Intuitivo
5,Clairvoyant,Clarividente,Clarividente
5,Studious,Estudioso,Estudioso
5,Outstanding,Aventajado,Excelente
5,Harnessed,Aprovechado,Aproveitado
5,Advanced,Adelantado,Vamos lá
5,Visionary,Visionario,Visionário
5,Imaginative,Imaginativo,Imaginativo
